Year,Age,Sex,mx
1936,96,Male,0.55870
1936,97,Female,0.45235
1936,97,Male,0.39308
1936,98,Female,0.59864
1936,98,Male,0.54478
1936,99,Female,0.47241
1936,99,Male,0.74936
1936,100,Female,0.55719
1936,100,Male,0.63106
1936,101,Female,0.67917
1936,101,Male,0.12310
1936,102,Female,0.62459
1936,102,Male,0.20436
1936,103,Female,0.46816
1936,103,Male,0.66964
1936,104,Female,0.50819
1936,104,Male,0.00000
1936,105,Female,0.36675
1936,105,Male,1.02740
1936,106,Female,0.57252
1936,106,Male,0.00000
1936,107,Female,1.01868
1936,107,Male,NA
1936,108,Female,4.05405
1936,108,Male,NA
1936,109,Female,NA
1936,109,Male,NA
1936,110,Female,NA
1936,110,Male,NA
1937,0,Female,0.05246
1937,0,Male,0.06841
1937,1,Female,0.00905
1937,1,Male,0.01064
1937,2,Female,0.00443
1937,2,Male,0.00458
1937,3,Female,0.00308
1937,3,Male,0.00342
1937,4,Female,0.00261
1937,4,Male,0.00292
1937,5,Female,0.00242
1937,5,Male,0.00290
1937,6,Female,0.00208
1937,6,Male,0.00226
1937,7,Female,0.00163
1937,7,Male,0.00192
1937,8,Female,0.00142
1937,8,Male,0.00154
1937,9,Female,0.00122
1937,9,Male,0.00132
1937,10,Female,0.00106
1937,10,Male,0.00122
1937,11,Female,0.00107
1937,11,Male,0.00103
1937,12,Female,0.00101
1937,12,Male,0.00116
1937,13,Female,0.00118
1937,13,Male,0.00131
1937,14,Female,0.00129
1937,14,Male,0.00138
1937,15,Female,0.00158
1937,15,Male,0.00181
1937,16,Female,0.00186
1937,16,Male,0.00207
1937,17,Female,0.00189
1937,17,Male,0.00225
1937,18,Female,0.00180
1937,18,Male,0.00209
1937,19,Female,0.00203
1937,19,Male,0.00242
1937,20,Female,0.00235
1937,20,Male,0.00278
1937,21,Female,0.00262
1937,21,Male,0.00266
1937,22,Female,0.00253
1937,22,Male,0.00291
1937,23,Female,0.00265
1937,23,Male,0.00287
1937,24,Female,0.00249
1937,24,Male,0.00291
1937,25,Female,0.00256
1937,25,Male,0.00278
1937,26,Female,0.00268
1937,26,Male,0.00276
1937,27,Female,0.00264
1937,27,Male,0.00284
1937,28,Female,0.00269
1937,28,Male,0.00295
1937,29,Female,0.00269
1937,29,Male,0.00291
1937,30,Female,0.00263
1937,30,Male,0.00298
1937,31,Female,0.00282
1937,31,Male,0.00298
1937,32,Female,0.00290
1937,32,Male,0.00329
1937,33,Female,0.00298
1937,33,Male,0.00335
1937,34,Female,0.00312
1937,34,Male,0.00346
1937,35,Female,0.00311
1937,35,Male,0.00367
1937,36,Female,0.00347
1937,36,Male,0.00390
1937,37,Female,0.00364
1937,37,Male,0.00418
1937,38,Female,0.00357
1937,38,Male,0.00453
1937,39,Female,0.00386
1937,39,Male,0.00497
1937,40,Female,0.00392
1937,40,Male,0.00520
1937,41,Female,0.00422
1937,41,Male,0.00514
1937,42,Female,0.00472
1937,42,Male,0.00648
1937,43,Female,0.00472
1937,43,Male,0.00650
1937,44,Female,0.00481
1937,44,Male,0.00664
1937,45,Female,0.00497
1937,45,Male,0.00721
1937,46,Female,0.00580
1937,46,Male,0.00796
1937,47,Female,0.00654
1937,47,Male,0.00839
1937,48,Female,0.00660
1937,48,Male,0.00952
1937,49,Female,0.00750
1937,49,Male,0.01070
1937,50,Female,0.00816
1937,50,Male,0.01169
1937,51,Female,0.00776
1937,51,Male,0.01169
1937,52,Female,0.00967
1937,52,Male,0.01451
1937,53,Female,0.00958
1937,53,Male,0.01479
1937,54,Female,0.01074
1937,54,Male,0.01531
1937,55,Female,0.00966
1937,55,Male,0.01581
1937,56,Female,0.01193
1937,56,Male,0.01788
1937,57,Female,0.01311
1937,57,Male,0.01985
1937,58,Female,0.01476
1937,58,Male,0.02164
1937,59,Female,0.01616
1937,59,Male,0.02449
1937,60,Female,0.01773
1937,60,Male,0.02499
1937,61,Female,0.01820
1937,61,Male,0.02684
1937,62,Female,0.02193
1937,62,Male,0.03232
1937,63,Female,0.02406
1937,63,Male,0.03462
1937,64,Female,0.02614
1937,64,Male,0.03775
1937,65,Female,0.02747
1937,65,Male,0.03798
1937,66,Female,0.02937
1937,66,Male,0.04015
1937,67,Female,0.03358
1937,67,Male,0.04686
1937,68,Female,0.03728
1937,68,Male,0.05151
1937,69,Female,0.04084
1937,69,Male,0.05637
1937,70,Female,0.04385
1937,70,Male,0.05986
1937,71,Female,0.04523
1937,71,Male,0.06308
1937,72,Female,0.05702
1937,72,Male,0.07601
1937,73,Female,0.06468
1937,73,Male,0.08548
1937,74,Female,0.07099
1937,74,Male,0.09534
1937,75,Female,0.07489
1937,75,Male,0.09816
1937,76,Female,0.08693
1937,76,Male,0.11433
1937,77,Female,0.09309
1937,77,Male,0.12671
1937,78,Female,0.09862
1937,78,Male,0.13395
1937,79,Female,0.10958
1937,79,Male,0.14250
1937,80,Female,0.12374
1937,80,Male,0.15110
1937,81,Female,0.12654
1937,81,Male,0.16269
1937,82,Female,0.15111
1937,82,Male,0.18656
1937,83,Female,0.15702
1937,83,Male,0.20156
1937,84,Female,0.18279
1937,84,Male,0.22983
1937,85,Female,0.18848
1937,85,Male,0.23289
1937,86,Female,0.21615
1937,86,Male,0.27677
1937,87,Female,0.23155
1937,87,Male,0.28014
1937,88,Female,0.24485
1937,88,Male,0.29426
1937,89,Female,0.27578
1937,89,Male,0.35145
1937,90,Female,0.28335
1937,90,Male,0.34321
1937,91,Female,0.29919
1937,91,Male,0.34879
1937,92,Female,0.34138
1937,92,Male,0.40952
1937,93,Female,0.38098
1937,93,Male,0.42944
1937,94,Female,0.43455
1937,94,Male,0.45436
1937,95,Female,0.44864
1937,95,Male,0.49528
1937,96,Female,0.44696
1937,96,Male,0.55745
1937,97,Female,0.43555
1937,97,Male,0.53335
1937,98,Female,0.48649
1937,98,Male,0.58374
1937,99,Female,0.54468
1937,99,Male,0.83486
1937,100,Female,0.59215
1937,100,Male,0.56926
1937,101,Female,0.69886
1937,101,Male,0.57626
1937,102,Female,0.51933
1937,102,Male,0.73620
1937,103,Female,0.18279
1937,103,Male,0.34091
1937,104,Female,0.26036
1937,104,Male,2.00000
1937,105,Female,0.81781
1937,105,Male,0.00000
1937,106,Female,0.00000
1937,106,Male,0.00000
1937,107,Female,0.00000
1937,107,Male,0.00000
1937,108,Female,0.00000
1937,108,Male,NA
1937,109,Female,NA
1937,109,Male,NA
1937,110,Female,NA
1937,110,Male,NA
1938,0,Female,0.04731
1938,0,Male,0.06223
1938,1,Female,0.00783
1938,1,Male,0.00909
1938,2,Female,0.00381
1938,2,Male,0.00433
1938,3,Female,0.00289
1938,3,Male,0.00334
1938,4,Female,0.00248
1938,4,Male,0.00262
1938,5,Female,0.00254
1938,5,Male,0.00284
1938,6,Female,0.00212
1938,6,Male,0.00224
1938,7,Female,0.00171
1938,7,Male,0.00180
1938,8,Female,0.00156
1938,8,Male,0.00148
1938,9,Female,0.00112
1938,9,Male,0.00133
1938,10,Female,0.00110
1938,10,Male,0.00121
1938,11,Female,0.00100
1938,11,Male,0.00135
1938,12,Female,0.00107
1938,12,Male,0.00119
1938,13,Female,0.00110
1938,13,Male,0.00117
1938,14,Female,0.00118
1938,14,Male,0.00145
1938,15,Female,0.00131
1938,15,Male,0.00163
1938,16,Female,0.00156
1938,16,Male,0.00188
1938,17,Female,0.00173
1938,17,Male,0.00209
1938,18,Female,0.00214
1938,18,Male,0.00236
1938,19,Female,0.00184
1938,19,Male,0.00218
1938,20,Female,0.00195
1938,20,Male,0.00249
1938,21,Female,0.00231
1938,21,Male,0.00273
1938,22,Female,0.00226
1938,22,Male,0.00284
1938,23,Female,0.00248
1938,23,Male,0.00306
1938,24,Female,0.00222
1938,24,Male,0.00269
1938,25,Female,0.00235
1938,25,Male,0.00281
1938,26,Female,0.00238
1938,26,Male,0.00263
1938,27,Female,0.00235
1938,27,Male,0.00252
1938,28,Female,0.00231
1938,28,Male,0.00285
1938,29,Female,0.00256
1938,29,Male,0.00283
1938,30,Female,0.00259
1938,30,Male,0.00291
1938,31,Female,0.00250
1938,31,Male,0.00278
1938,32,Female,0.00256
1938,32,Male,0.00297
1938,33,Female,0.00259
1938,33,Male,0.00304
1938,34,Female,0.00266
1938,34,Male,0.00306
1938,35,Female,0.00281
1938,35,Male,0.00343
1938,36,Female,0.00303
1938,36,Male,0.00341
1938,37,Female,0.00325
1938,37,Male,0.00411
1938,38,Female,0.00342
1938,38,Male,0.00428
1938,39,Female,0.00328
1938,39,Male,0.00434
1938,40,Female,0.00370
1938,40,Male,0.00467
1938,41,Female,0.00357
1938,41,Male,0.00488
1938,42,Female,0.00440
1938,42,Male,0.00561
1938,43,Female,0.00406
1938,43,Male,0.00577
1938,44,Female,0.00453
1938,44,Male,0.00611
1938,45,Female,0.00477
1938,45,Male,0.00672
1938,46,Female,0.00525
1938,46,Male,0.00722
1938,47,Female,0.00559
1938,47,Male,0.00763
1938,48,Female,0.00624
1938,48,Male,0.00894
1938,49,Female,0.00690
1938,49,Male,0.00988
1938,50,Female,0.00713
1938,50,Male,0.01071
1938,51,Female,0.00712
1938,51,Male,0.01086
1938,52,Female,0.00846
1938,52,Male,0.01289
1938,53,Female,0.00896
1938,53,Male,0.01366
1938,54,Female,0.00998
1938,54,Male,0.01475
1938,55,Female,0.00995
1938,55,Male,0.01517
1938,56,Female,0.01098
1938,56,Male,0.01602
1938,57,Female,0.01176
1938,57,Male,0.01810
1938,58,Female,0.01354
1938,58,Male,0.02075
1938,59,Female,0.01475
1938,59,Male,0.02254
1938,60,Female,0.01566
1938,60,Male,0.02404
1938,61,Female,0.01615
1938,61,Male,0.02462
1938,62,Female,0.02019
1938,62,Male,0.02843
1938,63,Female,0.02193
1938,63,Male,0.03152
1938,64,Female,0.02435
1938,64,Male,0.03509
1938,65,Female,0.02616
1938,65,Male,0.03831
1938,66,Female,0.02546
1938,66,Male,0.03651
1938,67,Female,0.03065
1938,67,Male,0.04328
1938,68,Female,0.03477
1938,68,Male,0.04814
1938,69,Female,0.03789
1938,69,Male,0.05440
1938,70,Female,0.04072
1938,70,Male,0.05639
1938,71,Female,0.04235
1938,71,Male,0.06005
1938,72,Female,0.05101
1938,72,Male,0.07021
1938,73,Female,0.05578
1938,73,Male,0.07914
1938,74,Female,0.06552
1938,74,Male,0.08871
1938,75,Female,0.07194
1938,75,Male,0.09426
1938,76,Female,0.07723
1938,76,Male,0.10086
1938,77,Female,0.08285
1938,77,Male,0.11512
1938,78,Female,0.09825
1938,78,Male,0.13282
1938,79,Female,0.09877
1938,79,Male,0.13813
1938,80,Female,0.11021
1938,80,Male,0.14725
1938,81,Female,0.11368
1938,81,Male,0.15428
1938,82,Female,0.13129
1938,82,Male,0.17124
1938,83,Female,0.14440
1938,83,Male,0.18362
1938,84,Female,0.16168
1938,84,Male,0.21110
1938,85,Female,0.17445
1938,85,Male,0.22424
1938,86,Female,0.18738
1938,86,Male,0.24051
1938,87,Female,0.21572
1938,87,Male,0.27337
1938,88,Female,0.21599
1938,88,Male,0.27792
1938,89,Female,0.23317
1938,89,Male,0.30349
1938,90,Female,0.26553
1938,90,Male,0.33182
1938,91,Female,0.26978
1938,91,Male,0.32969
1938,92,Female,0.29880
1938,92,Male,0.35605
1938,93,Female,0.31486
1938,93,Male,0.35812
1938,94,Female,0.33905
1938,94,Male,0.46811
1938,95,Female,0.32908
1938,95,Male,0.44034
1938,96,Female,0.34183
1938,96,Male,0.46540
1938,97,Female,0.46204
1938,97,Male,0.53021
1938,98,Female,0.48349
1938,98,Male,0.41033
1938,99,Female,0.39388
1938,99,Male,0.62343
1938,100,Female,0.52395
1938,100,Male,0.37295
1938,101,Female,0.85165
1938,101,Male,0.46602
1938,102,Female,0.67094
1938,102,Male,0.40431
1938,103,Female,0.57416
1938,103,Male,0.62176
1938,104,Female,0.86021
1938,104,Male,0.00000
1938,105,Female,0.71203
1938,105,Male,1.94805
1938,106,Female,0.00000
1938,106,Male,1.94805
1938,107,Female,0.00000
1938,107,Male,4.10959
1938,108,Female,2.73348
1938,108,Male,NA
1938,109,Female,NA
1938,109,Male,NA
1938,110,Female,NA
1938,110,Male,NA
1939,0,Female,0.04557
1939,0,Male,0.05843
1939,1,Female,0.00581
1939,1,Male,0.00650
1939,2,Female,0.00296
1939,2,Male,0.00335
1939,3,Female,0.00225
1939,3,Male,0.00253
1939,4,Female,0.00189
1939,4,Male,0.00235
1939,5,Female,0.00184
1939,5,Male,0.00222
1939,6,Female,0.00148
1939,6,Male,0.00183
1939,7,Female,0.00125
1939,7,Male,0.00158
1939,8,Female,0.00103
1939,8,Male,0.00143
1939,9,Female,0.00099
1939,9,Male,0.00119
1939,10,Female,0.00093
1939,10,Male,0.00107
1939,11,Female,0.00080
1939,11,Male,0.00116
1939,12,Female,0.00096
1939,12,Male,0.00095
1939,13,Female,0.00103
1939,13,Male,0.00105
1939,14,Female,0.00112
1939,14,Male,0.00116
1939,15,Female,0.00137
1939,15,Male,0.00147
1939,16,Female,0.00138
1939,16,Male,0.00166
1939,17,Female,0.00166
1939,17,Male,0.00179
1939,18,Female,0.00176
1939,18,Male,0.00207
1939,19,Female,0.00214
1939,19,Male,0.00271
1939,20,Female,0.00178
1939,20,Male,0.00227
1939,21,Female,0.00207
1939,21,Male,0.00248
1939,22,Female,0.00229
1939,22,Male,0.00301
1939,23,Female,0.00241
1939,23,Male,0.00278
1939,24,Female,0.00248
1939,24,Male,0.00305
1939,25,Female,0.00241
1939,25,Male,0.00278
1939,26,Female,0.00255
1939,26,Male,0.00293
1939,27,Female,0.00237
1939,27,Male,0.00269
1939,28,Female,0.00240
1939,28,Male,0.00252
1939,29,Female,0.00239
1939,29,Male,0.00261
1939,30,Female,0.00233
1939,30,Male,0.00276
1939,31,Female,0.00245
1939,31,Male,0.00266
1939,32,Female,0.00257
1939,32,Male,0.00287
1939,33,Female,0.00254
1939,33,Male,0.00300
1939,34,Female,0.00275
1939,34,Male,0.00303
1939,35,Female,0.00278
1939,35,Male,0.00327
1939,36,Female,0.00291
1939,36,Male,0.00347
1939,37,Female,0.00305
1939,37,Male,0.00346
1939,38,Female,0.00313
1939,38,Male,0.00445
1939,39,Female,0.00335
1939,39,Male,0.00420
1939,40,Female,0.00342
1939,40,Male,0.00473
1939,41,Female,0.00351
1939,41,Male,0.00468
1939,42,Female,0.00434
1939,42,Male,0.00553
1939,43,Female,0.00420
1939,43,Male,0.00545
1939,44,Female,0.00464
1939,44,Male,0.00606
1939,45,Female,0.00485
1939,45,Male,0.00654
1939,46,Female,0.00524
1939,46,Male,0.00732
1939,47,Female,0.00568
1939,47,Male,0.00785
1939,48,Female,0.00624
1939,48,Male,0.00883
1939,49,Female,0.00681
1939,49,Male,0.00962
1939,50,Female,0.00729
1939,50,Male,0.01088
1939,51,Female,0.00734
1939,51,Male,0.01081
1939,52,Female,0.00868
1939,52,Male,0.01291
1939,53,Female,0.00895
1939,53,Male,0.01400
1939,54,Female,0.01014
1939,54,Male,0.01619
1939,55,Female,0.01022
1939,55,Male,0.01592
1939,56,Female,0.01117
1939,56,Male,0.01743
1939,57,Female,0.01143
1939,57,Male,0.01859
1939,58,Female,0.01404
1939,58,Male,0.02220
1939,59,Female,0.01492
1939,59,Male,0.02363
1939,60,Female,0.01575
1939,60,Male,0.02520
1939,61,Female,0.01663
1939,61,Male,0.02542
1939,62,Female,0.01992
1939,62,Male,0.03051
1939,63,Female,0.02242
1939,63,Male,0.03291
1939,64,Female,0.02480
1939,64,Male,0.03606
1939,65,Female,0.02659
1939,65,Male,0.03824
1939,66,Female,0.02785
1939,66,Male,0.03902
1939,67,Female,0.03050
1939,67,Male,0.04352
1939,68,Female,0.03497
1939,68,Male,0.04920
1939,69,Female,0.04096
1939,69,Male,0.05627
1939,70,Female,0.04464
1939,70,Male,0.06045
1939,71,Female,0.04565
1939,71,Male,0.06211
1939,72,Female,0.05348
1939,72,Male,0.07297
1939,73,Female,0.05792
1939,73,Male,0.08118
1939,74,Female,0.06649
1939,74,Male,0.09122
1939,75,Female,0.07579
1939,75,Male,0.09998
1939,76,Female,0.08322
1939,76,Male,0.11008
1939,77,Female,0.08541
1939,77,Male,0.11646
1939,78,Female,0.10058
1939,78,Male,0.13907
1939,79,Female,0.11323
1939,79,Male,0.15971
1939,80,Female,0.12063
1939,80,Male,0.15301
1939,81,Female,0.12404
1939,81,Male,0.15908
1939,82,Female,0.14235
1939,82,Male,0.18764
1939,83,Female,0.15975
1939,83,Male,0.20815
1939,84,Female,0.18129
1939,84,Male,0.22650
1939,85,Female,0.18835
1939,85,Male,0.24125
1939,86,Female,0.21221
1939,86,Male,0.26044
1939,87,Female,0.22496
1939,87,Male,0.28530
1939,88,Female,0.24792
1939,88,Male,0.30132
1939,89,Female,0.26332
1939,89,Male,0.31944
1939,90,Female,0.28396
1939,90,Male,0.35584
1939,91,Female,0.30520
1939,91,Male,0.36537
1939,92,Female,0.31508
1939,92,Male,0.40107
1939,93,Female,0.35110
1939,93,Male,0.43775
1939,94,Female,0.39125
1939,94,Male,0.46256
1939,95,Female,0.43718
1939,95,Male,0.44735
1939,96,Female,0.45348
1939,96,Male,0.55270
1939,97,Female,0.47232
1939,97,Male,0.60889
1939,98,Female,0.53722
1939,98,Male,0.52277
1939,99,Female,0.63143
1939,99,Male,0.69521
1939,100,Female,0.57010
1939,100,Male,0.72211
1939,101,Female,0.62356
1939,101,Male,0.82531
1939,102,Female,0.55271
1939,102,Male,1.44578
1939,103,Female,0.44651
1939,103,Male,0.00000
1939,104,Female,1.49839
1939,104,Male,0.00000
1939,105,Female,0.35821
1939,105,Male,0.00000
1939,106,Female,1.21294
1939,106,Male,NA
1939,107,Female,0.80214
1939,107,Male,NA
1939,108,Female,2.05479
1939,108,Male,NA
1939,109,Female,NA
1939,109,Male,NA
1939,110,Female,NA
1939,110,Male,NA
1940,0,Female,0.04941
1940,0,Male,0.06544
1940,1,Female,0.00768
1940,1,Male,0.00914
1940,2,Female,0.00438
1940,2,Male,0.00472
1940,3,Female,0.00318
1940,3,Male,0.00366
1940,4,Female,0.00258
1940,4,Male,0.00301
1940,5,Female,0.00242
1940,5,Male,0.00305
1940,6,Female,0.00211
1940,6,Male,0.00238
1940,7,Female,0.00174
1940,7,Male,0.00209
1940,8,Female,0.00148
1940,8,Male,0.00155
1940,9,Female,0.00131
1940,9,Male,0.00156
1940,10,Female,0.00125
1940,10,Male,0.00149
1940,11,Female,0.00109
1940,11,Male,0.00131
1940,12,Female,0.00125
1940,12,Male,0.00141
1940,13,Female,0.00144
1940,13,Male,0.00136
1940,14,Female,0.00152
1940,14,Male,0.00181
1940,15,Female,0.00185
1940,15,Male,0.00207
1940,16,Female,0.00216
1940,16,Male,0.00286
1940,17,Female,0.00221
1940,17,Male,0.00381
1940,18,Female,0.00238
1940,18,Male,0.00468
1940,19,Female,0.00287
1940,19,Male,0.00542
1940,20,Female,0.00316
1940,20,Male,0.00643
1940,21,Female,0.00259
1940,21,Male,0.00609
1940,22,Female,0.00265
1940,22,Male,0.00846
1940,23,Female,0.00308
1940,23,Male,0.00941
1940,24,Female,0.00287
1940,24,Male,0.00783
1940,25,Female,0.00309
1940,25,Male,0.00622
1940,26,Female,0.00283
1940,26,Male,0.00602
1940,27,Female,0.00270
1940,27,Male,0.00528
1940,28,Female,0.00290
1940,28,Male,0.00509
1940,29,Female,0.00297
1940,29,Male,0.00497
1940,30,Female,0.00304
1940,30,Male,0.00504
1940,31,Female,0.00274
1940,31,Male,0.00491
1940,32,Female,0.00310
1940,32,Male,0.00505
1940,33,Female,0.00307
1940,33,Male,0.00471
1940,34,Female,0.00311
1940,34,Male,0.00482
1940,35,Female,0.00332
1940,35,Male,0.00524
1940,36,Female,0.00351
1940,36,Male,0.00499
1940,37,Female,0.00357
1940,37,Male,0.00507
1940,38,Female,0.00376
1940,38,Male,0.00549
1940,39,Female,0.00412
1940,39,Male,0.00603
1940,40,Female,0.00470
1940,40,Male,0.00612
1940,41,Female,0.00413
1940,41,Male,0.00617
1940,42,Female,0.00482
1940,42,Male,0.00695
1940,43,Female,0.00476
1940,43,Male,0.00721
1940,44,Female,0.00499
1940,44,Male,0.00769
1940,45,Female,0.00570
1940,45,Male,0.00846
1940,46,Female,0.00605
1940,46,Male,0.00890
1940,47,Female,0.00643
1940,47,Male,0.00994
1940,48,Female,0.00689
1940,48,Male,0.01032
1940,49,Female,0.00810
1940,49,Male,0.01130
1940,50,Female,0.00861
1940,50,Male,0.01311
1940,51,Female,0.00787
1940,51,Male,0.01300
1940,52,Female,0.00974
1940,52,Male,0.01596
1940,53,Female,0.01026
1940,53,Male,0.01695
1940,54,Female,0.01158
1940,54,Male,0.01802
1940,55,Female,0.01174
1940,55,Male,0.01902
1940,56,Female,0.01292
1940,56,Male,0.02151
1940,57,Female,0.01341
1940,57,Male,0.02379
1940,58,Female,0.01475
1940,58,Male,0.02518
1940,59,Female,0.01670
1940,59,Male,0.02691
1940,60,Female,0.01869
1940,60,Male,0.02911
1940,61,Female,0.01838
1940,61,Male,0.02956
1940,62,Female,0.02177
1940,62,Male,0.03449
1940,63,Female,0.02454
1940,63,Male,0.03791
1940,64,Female,0.02761
1940,64,Male,0.04214
1940,65,Female,0.03060
1940,65,Male,0.04403
1940,66,Female,0.03046
1940,66,Male,0.04521
1940,67,Female,0.03562
1940,67,Male,0.05058
1940,68,Female,0.03829
1940,68,Male,0.05405
1940,69,Female,0.04322
1940,69,Male,0.06025
1940,70,Female,0.04935
1940,70,Male,0.06718
1940,71,Female,0.05162
1940,71,Male,0.06709
1940,72,Female,0.05962
1940,72,Male,0.07913
1940,73,Female,0.06419
1940,73,Male,0.08523
1940,74,Female,0.07031
1940,74,Male,0.09517
1940,75,Female,0.07972
1940,75,Male,0.10768
1940,76,Female,0.09251
1940,76,Male,0.12250
1940,77,Female,0.09862
1940,77,Male,0.12698
1940,78,Female,0.10713
1940,78,Male,0.14491
1940,79,Female,0.12264
1940,79,Male,0.16792
1940,80,Female,0.13075
1940,80,Male,0.16456
1940,81,Female,0.13343
1940,81,Male,0.17767
1940,82,Female,0.16027
1940,82,Male,0.19919
1940,83,Female,0.17182
1940,83,Male,0.22632
1940,84,Female,0.19310
1940,84,Male,0.25024
1940,85,Female,0.20949
1940,85,Male,0.25863
1940,86,Female,0.22661
1940,86,Male,0.30011
1940,87,Female,0.24426
1940,87,Male,0.31331
1940,88,Female,0.26657
1940,88,Male,0.31256
1940,89,Female,0.29191
1940,89,Male,0.35596
1940,90,Female,0.32532
1940,90,Male,0.36691
1940,91,Female,0.29861
1940,91,Male,0.37644
1940,92,Female,0.36660
1940,92,Male,0.41096
1940,93,Female,0.40290
1940,93,Male,0.44236
1940,94,Female,0.43608
1940,94,Male,0.52126
1940,95,Female,0.47602
1940,95,Male,0.56568
1940,96,Female,0.55895
1940,96,Male,0.55460
1940,97,Female,0.51009
1940,97,Male,0.65768
1940,98,Female,0.59465
1940,98,Male,0.70625
1940,99,Female,0.52821
1940,99,Male,0.71148
1940,100,Female,0.56265
1940,100,Male,0.83539
1940,101,Female,0.84222
1940,101,Male,0.31687
1940,102,Female,0.78344
1940,102,Male,1.01351
1940,103,Female,0.73514
1940,103,Male,0.57361
1940,104,Female,1.88285
1940,104,Male,0.00000
1940,105,Female,0.00000
1940,105,Male,0.40431
1940,106,Female,1.59787
1940,106,Male,0.00000
1940,107,Female,0.00000
1940,107,Male,NA
1940,108,Female,2.05479
1940,108,Male,NA
1940,109,Female,NA
1940,109,Male,NA
1940,110,Female,NA
1940,110,Male,NA
1941,0,Female,0.05318
1941,0,Male,0.06908
1941,1,Female,0.00873
1941,1,Male,0.00953
1941,2,Female,0.00467
1941,2,Male,0.00513
1941,3,Female,0.00361
1941,3,Male,0.00412
1941,4,Female,0.00296
1941,4,Male,0.00347
1941,5,Female,0.00268
1941,5,Male,0.00308
1941,6,Female,0.00210
1941,6,Male,0.00274
1941,7,Female,0.00178
1941,7,Male,0.00205
1941,8,Female,0.00148
1941,8,Male,0.00180
1941,9,Female,0.00127
1941,9,Male,0.00156
1941,10,Female,0.00118
1941,10,Male,0.00144
1941,11,Female,0.00122
1941,11,Male,0.00148
1941,12,Female,0.00112
1941,12,Male,0.00143
1941,13,Female,0.00123
1941,13,Male,0.00138
1941,14,Female,0.00143
1941,14,Male,0.00175
1941,15,Female,0.00187
1941,15,Male,0.00219
1941,16,Female,0.00205
1941,16,Male,0.00266
1941,17,Female,0.00231
1941,17,Male,0.00364
1941,18,Female,0.00241
1941,18,Male,0.00417
1941,19,Female,0.00253
1941,19,Male,0.00450
1941,20,Female,0.00272
1941,20,Male,0.00414
1941,21,Female,0.00304
1941,21,Male,0.00470
1941,22,Female,0.00257
1941,22,Male,0.00490
1941,23,Female,0.00258
1941,23,Male,0.00773
1941,24,Female,0.00277
1941,24,Male,0.00737
1941,25,Female,0.00287
1941,25,Male,0.00518
1941,26,Female,0.00282
1941,26,Male,0.00473
1941,27,Female,0.00292
1941,27,Male,0.00441
1941,28,Female,0.00266
1941,28,Male,0.00441
1941,29,Female,0.00281
1941,29,Male,0.00408
1941,30,Female,0.00286
1941,30,Male,0.00453
1941,31,Female,0.00270
1941,31,Male,0.00446
1941,32,Female,0.00292
1941,32,Male,0.00460
1941,33,Female,0.00297
1941,33,Male,0.00438
1941,34,Female,0.00285
1941,34,Male,0.00440
1941,35,Female,0.00301
1941,35,Male,0.00468
1941,36,Female,0.00315
1941,36,Male,0.00480
1941,37,Female,0.00312
1941,37,Male,0.00496
1941,38,Female,0.00341
1941,38,Male,0.00503
1941,39,Female,0.00366
1941,39,Male,0.00542
1941,40,Female,0.00367
1941,40,Male,0.00557
1941,41,Female,0.00415
1941,41,Male,0.00611
1941,42,Female,0.00408
1941,42,Male,0.00636
1941,43,Female,0.00470
1941,43,Male,0.00641
1941,44,Female,0.00487
1941,44,Male,0.00710
1941,45,Female,0.00524
1941,45,Male,0.00774
1941,46,Female,0.00565
1941,46,Male,0.00774
1941,47,Female,0.00584
1941,47,Male,0.00870
1941,48,Female,0.00651
1941,48,Male,0.00934
1941,49,Female,0.00721
1941,49,Male,0.01021
1941,50,Female,0.00736
1941,50,Male,0.01120
1941,51,Female,0.00751
1941,51,Male,0.01144
1941,52,Female,0.00846
1941,52,Male,0.01342
1941,53,Female,0.00934
1941,53,Male,0.01452
1941,54,Female,0.00994
1941,54,Male,0.01614
1941,55,Female,0.01014
1941,55,Male,0.01684
1941,56,Female,0.01134
1941,56,Male,0.01900
1941,57,Female,0.01200
1941,57,Male,0.02058
1941,58,Female,0.01381
1941,58,Male,0.02256
1941,59,Female,0.01418
1941,59,Male,0.02387
1941,60,Female,0.01602
1941,60,Male,0.02623
1941,61,Female,0.01597
1941,61,Male,0.02632
1941,62,Female,0.01892
1941,62,Male,0.03048
1941,63,Female,0.02117
1941,63,Male,0.03356
1941,64,Female,0.02315
1941,64,Male,0.03708
1941,65,Female,0.02673
1941,65,Male,0.04087
1941,66,Female,0.02809
1941,66,Male,0.04000
1941,67,Female,0.03118
1941,67,Male,0.04620
1941,68,Female,0.03370
1941,68,Male,0.05053
1941,69,Female,0.03668
1941,69,Male,0.05201
1941,70,Female,0.04183
1941,70,Male,0.05676
1941,71,Female,0.04404
1941,71,Male,0.06047
1941,72,Female,0.05358
1941,72,Male,0.07208
1941,73,Female,0.05734
1941,73,Male,0.07750
1941,74,Female,0.06130
1941,74,Male,0.08482
1941,75,Female,0.06864
1941,75,Male,0.09336
1941,76,Female,0.07895
1941,76,Male,0.11066
1941,77,Female,0.08570
1941,77,Male,0.11822
1941,78,Female,0.09768
1941,78,Male,0.13164
1941,79,Female,0.10457
1941,79,Male,0.14083
1941,80,Female,0.11109
1941,80,Male,0.14869
1941,81,Female,0.11933
